"ISO","Cases_Resistance_All","Cases_Resilience_All","Cases_Reduction_All","Cases_R2_fit_All","Tests_Resistance_All","Tests_Resilience_All","Tests_Reduction_All","Tests_R2_fit_All","Deaths_Resistance_All","Deaths_Resilience_All","Deaths_Reduction_All","Deaths_R2_fit_All","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean_Cases_All","Stringency_Max_Cases_All","Stringency_Mean_Tests_All","Stringency_Max_Tests_All","Stringency_Mean_Deaths_All","Stringency_Max_Deaths_All","Stringency_Diff_Cases_All","Stringency_Diff_Tests_All","Stringency_Diff_Deaths_All","Stringency_DiffMax_Cases_All","Stringency_DiffMax_Tests_All","Stringency_DiffMax_Deaths_All","Stringency_DiffPreIn_Cases_All","Stringency_DiffPreIn_Deaths_All","Stringency_DiffOutIn_Cases_All","Stringency_DiffOutIn_Deaths_All","Stringency_Diff_MinMax_PreIn_Cases_All","Stringency_Diff_MinMax_PreIn_Deaths_All","Stringency_Diff_MinMax_OutIn_Cases_All","Stringency_Diff_MinMax_OutIn_Deaths_All","Stringency_Mean_Cases_Out","Stringency_Mean_Deaths_Out","Stringency_Min_Cases_Out","Stringency_Min_Deaths_Out","Stringency_Mean_Full","Stringency_Max_Full","Population","Pop_Dens","Country_Size","Median_Age","Aged_65_Older","Aged_70_Older","GDP_per_Capita","Extreme_Poverty","Cardio_Death_Rate","Diabetes_Prev","Female_Smokers","Male_Smokers","Handwashing_Facilities","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Latitude","Avg_Temp","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence","Most_Trusted","Conf_Government","Conf_Politicians","Conf_Parliament","Conf_WHO","Conf_Universities","Conf_Elections"
"MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,628062,46.28,13570.9161624892,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,NA,3.861,76.88,0.814,42.7057113647461,10.55,NA,NA,NA,NA,75,20,21.7,0.401273885350318,0.357920618194591,0.4022622834924,NA,NA,NA
"MNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5033226837061,90.74,3278292,1.98,1655703.03030303,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.741,46.8563957214355,-0.7,NA,NA,NA,NA,75,20,NA,NA,NA,NA,NA,NA,NA
"MOZ",-5.73340284657692e-06,0.0106627510082183,0.533854166666667,0.936755186522085,-0.124053189698704,0.0101324548916881,0.473502591809343,0.848988366213418,-4.8631542002215e-08,0.0246484690528022,0.394736842105263,0.890380729451009,267,263,265,59.3365151515152,62.96,60.3121818181818,62.96,62.04,62.04,7.59305361305361,8.56872027972028,10.2965384615385,11.2165384615385,11.2165384615385,10.2965384615385,9.65786209029066,12.4630864197531,9.63021433850702,10.9642320819113,62.96,62.04,62.96,62.04,49.7063008130081,51.0757679180887,0,0,51.7434615384615,80.56,31255435,37.728,828441.343299406,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437,18.6629886627197,23.8,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"MRT",-3.15291870803457e-05,0.0260742944977575,0.955798090040928,0.966903582980129,-0.16808071543224,0.0101786426695814,0.835327920773872,0.849470062281768,-8.34469617133296e-07,0.0693217802393961,0.989690721649485,0.86338462223971,173,173,165,32.520701754386,77.78,29.9240579710145,77.78,51.4677358490566,77.78,-6.67452700378397,-9.27117078715544,12.2725070908867,38.5847712418301,38.5847712418301,12.2725070908867,-17.5798942721041,2.9156379469587,-10.6375274122807,14.8434275486613,77.78,77.78,77.78,77.78,43.1582291666667,36.6243083003953,0,0,39.1952287581699,77.78,4649660,4.289,1084089.53135929,20.3,3.138,1.792,3597.633,6,232.347,2.42,NA,NA,15.95,NA,64.92,0.52,21.0156493186951,27.65,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"MUS",-1.00961890031743e-05,0.164073341716938,1,0.921457636620452,NA,NA,NA,NA,-2.83070719715168e-07,0.069649686597998,1,0.904865073373759,90,NA,88,82.41,82.41,NA,NA,82.41,82.41,50.4065594855305,NA,50.4065594855305,50.4065594855305,NA,50.4065594855305,70.5904411764706,72.7295454545454,57.8466420664207,58.4941791044776,82.41,82.41,82.41,82.41,24.5633579335793,23.9158208955224,0,0,32.0034405144695,82.41,1271767,622.962,2041.48407125956,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,NA,3.4,74.99,0.79,20.2515630722046,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MWI",-4.96603363677541e-06,0.0351378036499508,0.963789473684211,0.910318279755604,-0.194749643546087,0.0294493155033733,0.959483200973246,0.951987594014848,-2.15369037721207e-07,0.0385544242206432,1,0.842187047714405,195,196,205,57.5215652173913,64.81,57.4981578947368,64.81,56.3843442622951,64.81,9.73472815668843,9.71132083403397,8.59750720159221,17.0231629392971,17.0231629392971,8.59750720159221,16.6600045237497,14.4665846994535,15.388736934563,14.0891086602008,64.81,64.81,64.81,64.81,42.1328282828283,42.2952356020942,0,0,47.7868370607029,64.81,19129955,197.519,96851.2143135597,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.477,13.2630376815796,21.9,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"MYS",-4.89031730150882e-06,0.0280645315138742,0.958301743745262,0.827248733166007,-0.129154565989029,0.0384388171243509,0.993129158920688,0.816071204121394,-9.76333249479901e-08,0.0401679670408751,1,0.94674136910386,92,71,92,67.6620212765958,75,66.5476724137931,75,69.008275862069,75,11.4466538644552,10.3323050016525,12.7929084499284,18.7846325878594,18.7846325878594,12.7929084499284,35.9974498480243,37.3437044334975,16.3598294957738,17.7176121452548,63.89,63.89,63.89,63.89,51.3021917808219,51.2906637168142,11.11,11.11,56.2153674121406,80.09,32365998,96.254,336256.134809982,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.802,4.10681155323982,25.4,104,26,50,36,41,57,19.6,0.494160827494161,0.390781563126253,0.45311978645312,0.636211512717537,0.665666666666667,0.456122789456123
"NAM",-8.31983426449359e-05,0.0251374907752398,0.810406811731315,0.966959396328325,-0.162618335824614,0.0168491077219928,0.72788784444269,0.967075060402763,-1.07048009458007e-06,0.0445091613921196,0.955882352941177,0.961321826903163,236,235,235,47.8923684210526,63.89,47.370987654321,63.89,49.8775,63.89,2.34978056162771,1.82839979489606,4.33491214057508,18.3474121405751,18.3474121405751,4.33491214057508,1.936901131333,3.98886150234741,3.10329669109483,5.53807142857143,63.89,63.89,63.89,63.89,44.7890717299578,44.3394285714286,0,0,45.5425878594249,73.15,2540916,3.078,825508.771929825,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,22.9532232284546,20.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER",-1.08565271109955e-06,0.0219897970985053,0.984779299847793,0.90220549623797,NA,NA,NA,NA,-5.2878062032246e-08,0.0482256009234428,1,0.904394545224521,103,NA,125,32.6718055555556,61.11,NA,NA,30.8951764705882,61.11,7.4935418899607,NA,5.71691280499338,35.9317363344051,NA,5.71691280499338,13.570200617284,2.82090462592804,13.9550390884897,7.86707912545549,61.11,61.11,61.11,61.11,18.7167664670659,23.0280973451327,0,0,25.1782636655949,61.11,24206636,16.955,1427698.96785609,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.354,13.8976321220398,27.15,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"NGA",-2.87940811679224e-06,0.017363287804482,0.79216928364445,0.951231677651242,-0.247008257387955,0.0186221481532088,0.895070386575676,0.892453598041999,-5.53023325888394e-08,0.0234092401924739,0.936842105263158,0.900856665226125,180,169,179,65.152,80.09,66.7718487394958,80.09,66.8889795918367,80.09,6.9663137254902,8.58616246498599,8.70329331732692,21.9043137254902,21.9043137254902,8.70329331732692,10.0712405063291,11.9675146236839,10.8759795918367,12.8038834379906,74.53,74.53,74.53,74.53,54.2760204081633,54.0850961538462,5.56,5.56,58.1856862745098,85.65,206139587,209.588,983546.705918278,18.1,2.751,1.447,5338.454,NA,181.013,2.42,0.6,10.8,41.949,NA,54.69,0.532,9.07512235641479,26.8,NA,NA,NA,NA,13,84,13,0.434637245068539,0.367169179229481,0.39209726443769,0.706939949658396,0.63973063973064,0.405025125628141
"NIC",-9.32289177505384e-06,0.0120857620853677,NA,0.936765879058567,NA,NA,NA,NA,-2.83792690043737e-07,0.0166894179962444,NA,0.940891075024214,155,NA,148,11.9065168539326,16.67,NA,NA,11.8763783783784,16.67,1.53738502113516,NA,1.50724654558095,6.30086816720257,NA,1.50724654558095,3.59493790656416,3.72026726726727,3.59493790656416,3.72026726726727,16.67,16.67,16.67,16.67,8.31157894736842,8.15611111111111,0,0,10.3691318327974,16.67,6624554,51.667,128216.34699131,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,NA,NA,NA,0.9,74.48,0.658,12.8717041015625,24.9,NA,NA,NA,NA,NA,NA,4.2,0.354645354645355,0.235902569235902,0.271333333333333,0.603,0.504333333333333,0.330666666666667
"NLD",-6.16287030548753e-05,0.0315791227458676,0.934545454545455,0.952274229919037,NA,NA,NA,NA,-8.02807234112561e-06,0.0549075029664827,0.990694969467869,0.993534107440639,97,NA,102,69.6041379310345,79.63,NA,NA,61.5644545454545,79.63,19.2018056626639,NA,11.1621222770839,29.2276677316294,NA,11.1621222770839,44.9376045977012,33.4627045454545,26.5936512053708,17.2105629198388,79.63,79.63,79.63,79.63,43.0104867256637,44.3538916256158,0,0,50.4023322683706,79.63,17134873,508.544,33693.9832148251,43.2,18.779,11.881,48472.545,NA,109.361,5.29,24.4,27.3,NA,3.32,82.28,0.931,52.1327133178711,9.25,NA,NA,NA,NA,NA,NA,58.5,0.474747474747475,0.363731656184486,0.445950643030935,NA,NA,NA
"NOR",-3.81093483744131e-05,0.0309890623293052,0.958760890609874,0.910508122589789,-0.0753093311005675,0.0341780368467814,0.972343622336118,0.92365293823567,-1.24694673287044e-06,0.0344532147571433,0.994082840236686,0.877088556657266,81,91,101,57.6325225225225,79.63,55.7846534653465,79.63,50.259009009009,79.63,17.2519399982507,15.4040709410747,9.87842648473717,39.2494174757282,39.2494174757282,9.87842648473717,40.385912353031,17.6411609077432,26.9234821184821,15.4163322413322,79.63,79.63,79.63,79.63,30.7090404040404,34.8426767676768,0,0,40.3805825242718,79.63,5421242,14.462,374861.153367446,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.953,69.2493877410889,1.5,31,69,8,50,35,55,72.1,0.537373737373737,0.4394861392833,0.597840755735493,NA,NA,NA
"NPL",-1.5783472232099e-05,0.0459469342003682,0.672697225363138,0.961588033844658,-0.0814834925375267,0.0370882992394144,0.615333550768997,0.966234012860396,-2.74566795374428e-08,0.0110753332631622,0.35,0.588331179599983,172,173,166,92.59,92.59,92.0963333333333,92.59,92.59,92.59,21.6014057507987,21.107739084132,21.6014057507987,21.6014057507987,21.6014057507987,21.6014057507987,27.8548666666667,29.0154861111111,23.723649122807,23.4765277777778,87.03,87.03,87.03,87.03,68.866350877193,69.1134722222222,5.56,5.56,70.9885942492013,96.3,29136808,204.43,142527.065499193,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574,28.3739013671875,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",-1.10654130565653e-05,0.109315173794966,0.999250374812594,0.986568131906782,-0.0260450421257291,0.100118566537281,0.999413494083341,0.967111079848681,-1.57603334388861e-07,0.0724807355680567,1,0.859207170488784,93,78,109,74.83,96.3,76.1236,96.3,61.9826923076923,96.3,35.5787220447284,36.8723220447284,22.7314143524207,57.0487220447284,57.0487220447284,22.7314143524207,42.7902816901408,18.124991158267,44.0163636363636,27.2602785145889,85.19,85.19,85.19,85.19,30.8136363636364,34.7224137931034,11.11,11.11,39.2512779552716,96.3,4822233,18.206,264870.537185543,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.917,30.5583982467651,10.55,22,79,58,49,33,75,56.6,0.516882183908046,0.365649963689179,0.470160116448326,0.594372294372294,0.64750093949643,0.60687432867884
"OMN",-0.000272673403279115,0.0601652970353372,0.875614030047973,0.960968955930379,NA,NA,NA,NA,-1.90341090450791e-06,0.00917417466479948,0.320987654320988,0.76864452320646,195,NA,207,90.4288095238095,100,NA,NA,90.187027027027,100,21.4976593640651,NA,21.2558768672826,31.0688498402556,NA,21.2558768672826,25.043375997798,23.2922162162162,21.4623000898473,21.63592046965,94.44,94.44,94.44,94.44,68.9665094339623,68.5511065573771,5.56,5.56,68.9311501597444,100,5106622,14.98,340895.994659546,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.821,21.5023679733276,25.6,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"PAK",-2.23591284389135e-05,0.0341357241388138,0.909900059931646,0.973287078140855,-0.216060290074889,0.0282747127034277,0.91764411027698,0.964959164956642,-4.49811904062889e-07,0.0380032055011559,0.944444444444444,0.981961819745828,163,158,171,59.246511627907,66.67,57.0844444444444,66.67,57.7217045454545,66.67,1.90654367918903,-0.255523504273505,0.381736596736594,9.33003205128205,9.33003205128205,0.381736596736594,0.500057727197756,-1.15165115924344,2.63204260135831,0.531704545454545,66.67,66.67,66.67,66.67,56.6144690265487,57.19,0,0,57.3399679487179,96.3,220892331,255.573,864302.297191018,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562,30.3950204849243,21,55,14,50,70,50,0,23.3,0.569727891156463,0.411907234337141,0.495395948434622,0.503777148253069,0.758444216990788,0.555791710945802
"PAN",-4.62597293759479e-05,0.00442663707368714,0.149098196392786,0.459980220717924,-0.25514919461315,0.0163935285522258,0.415049949577276,0.941687915732432,-1.38130254048422e-06,0.0118100169778182,0.208053691275168,0.905158905290936,110,96,118,93.52,93.52,92.5668571428571,93.52,92.9016666666667,93.52,25.5648242811502,24.6116814240073,24.9464909478168,25.5648242811502,25.5648242811502,24.9464909478168,55.7061363636364,50.445625,32.5147085201794,32.7231761006289,85.19,85.19,85.19,85.19,61.0052914798206,60.1784905660377,8.33,8.33,67.9551757188498,93.52,4314768,55.133,78261.077757423,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.789,8.40896010398865,25.4,95,11,44,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",-0.000152513147125581,0.0152474721260535,0.320547901619524,0.953235507160399,-1.29748586054576,0.0158711492087675,0.480720990878944,0.934765193175039,NA,NA,NA,NA,153,153,214,89.81,89.81,86.0216279069767,89.81,NA,NA,18.1001916932907,14.3118196002675,NA,18.1001916932907,18.1001916932907,NA,31.6057251908397,NA,26.2380681818182,NA,89.81,NA,89.81,NA,63.5719318181818,66.7593953488372,0,0,71.7098083067093,96.3,32971846,25.129,1312103.38652553,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.75,9.19367692433298,20.6,64,16,42,87,25,46,4.2,0.179642736771149,0.113582743511965,0.0949966193373901,NA,0.532574974146846,0.251450017059024
"PHL",-3.82832493399751e-05,0.0099058799832465,0.624461619350919,0.990691100793201,-0.131010050791097,0.0084114897309735,0.601552971234329,0.972799269778819,-6.90630139316471e-07,0.00966469515627595,0.531234269606363,0.934378795574631,224,224,250,69.8173076923077,79.63,69.6771134020619,79.63,69.0524675324675,71.76,-1.30337858220211,-1.44357287244794,-2.06821874204228,8.50931372549019,8.50931372549019,-2.06821874204228,-1.97442498095963,-2.76389211665527,-1.97442498095963,-2.76364600465037,79.63,71.76,79.63,71.76,71.7917326732673,71.8161135371179,0,0,71.1206862745098,100,109581085,351.873,311422.260304144,25.2,4.803,2.661,7599.188,NA,370.437,7.07,7.8,40.8,78.463,1,71.23,0.699,12.9507329463959,25.85,94,32,64,44,27,42,5.3,0.717333333333333,0.571,0.619,0.717325227963526,0.72584419926446,0.611666666666667
"PNG",-1.55135331546446e-06,0.0316277734246613,0.953890489913545,0.84761437996489,NA,NA,NA,NA,-1.78830353367661e-08,0.0152014824630405,1,0.669685760607331,225,NA,206,44.5507954545455,55.56,NA,NA,47.4187719298246,80.56,0.0297730903282059,NA,2.89774956560731,11.0389776357828,NA,2.89774956560731,-0.650091244961928,2.97048910154174,0.0414176767676793,3.54295161732457,55.56,80.56,55.56,80.56,44.5093777777778,43.8758203125,0,0,44.5210223642173,83.8,8947027,18.22,491055.268935236,22.6,3.808,2.142,3823.194,NA,561.494,17.65,23.5,48.8,NA,NA,64.5,0.544,6.49189460277557,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7475884244373,83.33,37846605,124.027,305148.112910898,41.8,16.763,10.202,27216.445,NA,227.331,5.91,23.3,33.1,NA,6.62,78.73,0.865,51.9294681549072,7.85,68,60,64,93,38,29,24.1,0.320240622788393,0.218142548596112,0.300035423308537,NA,NA,NA
"PRT",-6.7955272226612e-05,0.00585224112685293,0.726028978814293,0.435780582811962,-0.0933982389251997,0.0105529053281397,0.854065921092495,0.598968373066124,-2.82444126324312e-06,0.0200077623974757,0.902777777777778,0.934786095539326,96,79,103,73.9829032258065,87.96,74.9304929577465,87.96,73.2889743589744,87.96,14.7975764284208,15.7451661603609,14.1036475615887,28.7746732026144,28.7746732026144,14.1036475615887,43.2896599825632,37.8523076923077,24.8794416873449,22.834477004477,87.96,87.96,87.96,87.96,49.1034615384615,50.4544973544974,0,0,59.1853267973856,87.96,10196707,112.371,90741.4457466784,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.847,39.5714111328125,15.15,63,27,31,104,28,33,NA,0.372148450800136,0.290859667006456,0.382434301521438,NA,NA,NA
"PRY",-0.000111646218102132,0.008492058325044,0.267982720514366,0.926575460949297,-0.283824242251433,0.00742992164772171,0.226018540863122,0.953536799805522,-2.87695950805675e-06,0.0109091079566435,0.463937621832359,0.948225160962509,270,270,271,68.9423076923077,81.48,68.9423076923077,81.48,65.5901587301587,81.48,0.849519230769232,0.849519230769232,-2.50262973137973,13.3872115384615,13.3872115384615,-2.50262973137973,0.267751240694793,-3.13582520558424,0.970879120879118,-3.13582520558424,75.92,75.92,75.92,75.92,67.9714285714286,68.725983935743,5.56,5.56,68.0927884615385,94.44,7132530,17.144,416036.514232385,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.702,23.4200191497803,23.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSE",-6.20063135411815e-05,0.00559237815019229,0.125189681335357,0.894897219612189,NA,NA,NA,NA,-5.41026256239444e-07,0.0240048422266916,0.376811594202899,0.957989532796256,193,NA,196,83.0777272727273,83.33,NA,NA,83.0886956521739,83.33,12.9935419692129,NA,13.0045103486595,13.2458146964856,NA,13.0045103486595,16.522639553429,16.2443853073463,15.6614820619993,14.8302014436797,83.33,83.33,83.33,83.33,67.416245210728,68.2584942084942,0,0,70.0841853035144,96.3,5101416,778.202,6555.38793269614,20.4,3.043,1.726,4449.898,1,265.91,10.59,NA,NA,NA,NA,74.05,0.686,31.8713626861572,19.3,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"QAT",-0.000594364574149792,0.018823911038389,0.870030366736744,0.881679524890374,-0.364925860050231,0.0197134700583312,0.878119118592604,0.944195016794156,-9.71864522085621e-07,0.0217858862097019,0.857142857142857,0.932478187745367,152,142,179,72.7104545454546,83.33,75.1085620915033,83.33,71.0277852348993,80.56,7.81476827094475,10.2128758169935,6.13209896038953,18.4343137254902,18.4343137254902,6.13209896038953,18.3947622377622,11.9517342794853,18.3947622377622,11.9517342794853,83.33,80.56,83.33,80.56,54.3156923076923,59.076050955414,0,0,64.8956862745098,86.11,2881060,227.322,12673.9162949473,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.856,25.3589611053467,27.15,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"ROU",-1.78836514711076e-05,0.0178954597741415,0.506917800255784,0.94773266780723,-0.106304499053597,0.0320662319160719,0.820849103804919,0.989396103788834,-1.27874033888282e-06,0.030837371115269,0.582113821138211,0.979765829796358,105,92,121,82.2853333333333,87.04,83.0726666666667,87.04,78.6753125,87.04,31.468891025641,32.2562243589744,27.8588701923077,36.2235576923077,36.2235576923077,27.8588701923077,45.0011164658635,33.3497569444444,36.6350980392157,30.6689345472441,87.04,87.04,87.04,87.04,45.6502352941176,48.0063779527559,0,0,50.8164423076923,87.04,19237682,85.129,225982.708595191,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.811,45.9671401977539,8.8,90,30,42,90,52,20,12.1,0.265827212311997,0.200769499825114,0.238194444444444,0.461059190031153,0.540628385698808,0.288421052631579
"RUS",-6.79513255470983e-05,0.00763014338428008,0.511163280370778,0.994171570145922,-0.048481356509667,0.00808686106177683,0.653438214696562,0.938913137333806,-1.15065351939494e-06,0.00666217595151102,0.412815626488804,0.895957341451336,134,121,158,71.4430392156863,78.24,69.895,85.19,69.0634567901235,74.54,16.6730072668045,15.1249680511182,14.2934248412417,23.4699680511182,30.4199680511182,14.2934248412417,23.4512535014006,15.8969862018882,24.7329444289564,19.2838016177097,78.24,74.54,78.24,74.54,46.7100947867299,49.7796551724138,0,0,54.7700319488818,87.04,145934460,8.823,16540231.2138728,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816,61.5267314910889,-5.1,93,39,36,95,81,20,22.9,0.502440725244073,0.369330453563715,0.432919954904171,0.418867924528302,0.600949251551661,0.445028011204482
"RWA",-6.82200233180302e-06,0.0657208575933886,0.911724762335899,0.980069179489953,-0.0176642277397945,0.0386963116046853,0.792206079018104,0.981882796200456,-4.32358681055872e-08,0.0196837700883162,0.785714285714286,0.864783856649757,238,238,241,76.1235714285714,78.7,76.1235714285714,78.7,73.2253333333333,78.7,11.6432782689623,11.6432782689623,8.74504017372422,14.2197068403909,14.2197068403909,8.74504017372422,13.4857010582011,10.4815433789954,13.488628032345,10.8693414304993,67.59,67.59,67.59,67.59,62.6349433962264,62.355991902834,11.11,11.11,64.4802931596091,90.74,12952209,494.869,26173.0053812221,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,NA,69.02,0.524,1.93583983182907,18.85,NA,NA,NA,NA,18,37,NA,NA,NA,NA,NA,NA,NA
"SAU",-0.00011224837505124,0.0176034282218025,NA,0.958121078459719,-0.147959643628467,0.0201687242051349,0.956835270758432,0.963410750969254,-1.30982289327411e-06,0.00705464546524279,NA,0.944785774093948,175,158,179,60.7637179487179,71.3,62.3448780487805,72.69,60.4864473684211,71.3,0.320934777196911,1.90209487725945,0.0436641969000178,10.857216828479,12.247216828479,0.0436641969000178,0.648162393162394,0.0859378142809248,0.648162393162394,0.0859378142809248,71.3,71.3,71.3,71.3,60.1155555555556,60.4005095541401,0,0,60.442783171521,94.44,34813867,15.322,2272149.00143584,31.9,3.295,1.845,49045.411,NA,259.538,17.72,1.8,25.4,NA,2.7,75.13,0.853,24.2481441497803,24.65,NA,NA,NA,NA,36,52,NA,NA,NA,NA,NA,NA,NA
"SDN",-4.19984196315793e-06,0.0278724961905551,0.979582971329279,0.892667352882876,NA,NA,NA,NA,-3.20187777816775e-07,0.0373513171872708,1,0.842049798276171,159,NA,159,69.548992248062,91.67,NA,NA,73.0288392857143,91.67,12.3170968232254,NA,15.7969438608777,34.4381045751634,NA,15.7969438608777,16.910890058281,20.3907370959333,21.2939639994744,24.9168289764359,91.67,91.67,91.67,91.67,48.2550282485876,48.1120103092784,0,0,57.2318954248366,91.67,43849269,23.258,1885341.34491358,19.7,3.548,2.034,4466.507,NA,431.388,15.67,NA,NA,23.437,0.8,65.31,0.502,15.4340333938599,26.9,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"SEN",-7.27905575333867e-06,0.027641821011752,0.908106334099114,0.987140904608831,-0.114519945909398,0.0195898719615949,0.868416669766369,0.962612124866103,-1.91114033563208e-07,0.0248868565693749,0.925,0.967460699470334,215,196,210,38.7913541666667,45.37,37.9789380530973,46.3,38.4376146788991,45.37,-4.30867788461538,-5.1210939981847,-4.66241737238297,2.26996794871795,3.19996794871795,-4.66241737238297,-7.06439712867012,-7.7757363849307,-6.22364583333334,-7.16588285804673,45.37,45.37,45.37,45.37,45.015,45.6034975369458,0,0,43.100032051282,77.78,16743930,82.328,203380.745311437,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,NA,67.94,0.505,14.5034675598145,27.85,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"SGP",-0.00013426221334373,0.026317535976965,0.99221158137849,0.927364658897564,NA,NA,NA,NA,-8.20464714632971e-08,0.0381795701317143,1,0.915828188604948,118,NA,111,59.7130952380952,85.19,NA,NA,78.3870149253731,85.19,6.07917366946779,NA,24.7530933567457,31.5560784313725,NA,24.7530933567457,19.3773660714286,41.5791497568338,19.3773660714286,31.6922450508961,65.75,65.75,65.75,65.75,40.3357291666667,46.694769874477,19.44,19.44,53.6339215686274,85.19,5850343,7915.731,739.078045982108,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.932,1.35622549057007,26.45,74,20,48,8,72,46,NA,NA,NA,NA,NA,NA,NA
"SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8221864951769,69.44,686878,21.841,31449.0179021107,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,NA,NA,35.89,1.4,73,0.546,9.22055602073669,25.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
